"id";"hostSrc";"hostDest";"portSrc";"portDest";"protocol"
836;"128.3.161.165";"131.243.155.33";524;1026;"TCP"
837;"131.243.94.120";"224.0.1.22";427;427;"UDP"
838;"131.243.155.35";"59.223.13.123";1695;80;"TCP"
839;"131.243.94.195";"239.255.255.253";64278;427;"UDP"
840;"131.243.155.78";"128.3.161.223";3474;139;"TCP"
841;"131.243.61.70";"239.255.255.253";51598;427;"UDP"
842;"131.243.103.106";"239.255.255.253";55992;427;"UDP"
843;"131.243.147.72";"239.255.255.253";49828;427;"UDP"
844;"128.3.164.194";"131.243.155.174";993;1082;"TCP"
845;"128.3.211.136";"239.255.255.253";51376;427;"UDP"
846;"131.243.103.13";"239.255.255.253";54224;427;"UDP"
847;"131.243.63.143";"239.255.255.253";63545;427;"UDP"
848;"131.243.61.187";"239.255.255.253";60955;427;"UDP"
849;"128.3.161.98";"131.243.155.83";524;1039;"TCP"
850;"128.3.208.24";"239.255.255.253";49375;427;"UDP"
851;"131.243.155.83";"128.3.161.230";1032;524;"TCP"
852;"131.243.103.13";"239.255.255.253";54137;427;"UDP"
853;"131.243.61.70";"239.255.255.253";51625;427;"UDP"
854;"131.243.101.177";"239.255.255.253";53881;427;"UDP"
855;"131.243.155.28";"198.125.133.255";138;138;"UDP"
856;"128.3.188.70";"239.255.255.253";49162;427;"UDP"
857;"128.3.242.214";"239.255.255.253";49435;427;"UDP"
858;"131.243.124.221";"239.255.255.253";63401;427;"UDP"
859;"131.243.61.70";"239.255.255.253";51615;427;"UDP"
860;"131.243.141.210";"224.0.1.22";1039;427;"UDP"
861;"131.243.89.80";"239.255.255.253";64298;427;"UDP"
862;"131.243.103.13";"239.255.255.253";54216;427;"UDP"
863;"131.243.170.252";"239.255.255.253";49521;427;"UDP"
864;"131.243.155.113";"128.3.161.46";1710;3396;"TCP"
865;"131.243.155.227";"128.3.161.46";161;2064;"UDP"
866;"131.243.13.111";"239.255.255.253";50616;427;"UDP"
867;"131.243.90.129";"239.255.255.253";58557;427;"UDP"
868;"128.3.161.74";"131.243.155.37";524;3009;"TCP"
869;"131.243.10.188";"239.255.255.253";49202;427;"UDP"
870;"207.235.214.252";"131.243.155.35";80;1689;"TCP"
871;"128.3.188.170";"239.255.255.253";60646;427;"UDP"
872;"131.243.12.246";"239.255.255.253";50928;427;"UDP"
873;"128.3.161.46";"131.243.155.227";2088;161;"UDP"
874;"131.243.95.221";"239.255.255.253";51975;427;"UDP"
875;"128.3.96.230";"131.243.155.152";4618;161;"UDP"
876;"131.243.155.21";"131.243.125.102";427;58801;"UDP"
877;"131.243.93.106";"239.255.255.253";63525;427;"UDP"
878;"131.243.103.13";"239.255.255.253";54202;427;"UDP"
879;"128.3.161.197";"131.243.155.178";139;3522;"TCP"
880;"128.3.7.62";"239.255.255.253";53212;427;"UDP"
881;"128.3.189.146";"239.255.255.253";49295;427;"UDP"
882;"131.243.143.12";"224.0.1.22";1039;427;"UDP"
883;"131.243.141.187";"131.243.155.178";524;2809;"TCP"
884;"131.243.105.73";"239.255.255.253";56042;427;"UDP"
885;"128.3.164.194";"131.243.155.125";993;4639;"TCP"
886;"131.243.155.240";"128.3.161.46";161;2138;"UDP"
887;"131.243.140.105";"131.243.155.174";524;1038;"TCP"
888;"131.243.155.240";"128.3.161.46";161;2135;"UDP"
889;"131.243.155.240";"128.3.161.46";161;2134;"UDP"
890;"131.243.155.240";"128.3.161.46";161;2137;"UDP"
891;"131.243.155.240";"128.3.161.46";161;2136;"UDP"
892;"131.243.155.240";"128.3.161.46";161;2131;"UDP"
893;"131.243.155.240";"128.3.161.46";161;2130;"UDP"
894;"131.243.155.240";"128.3.161.46";161;2133;"UDP"
895;"131.243.155.240";"128.3.161.46";161;2132;"UDP"
896;"128.3.161.46";"131.243.155.240";2140;161;"UDP"
897;"128.3.39.69";"239.255.255.253";50543;427;"UDP"
898;"128.3.188.31";"131.243.155.78";4191;139;"TCP"
899;"131.243.253.92";"131.243.155.125";1031;38293;"UDP"
900;"131.243.155.227";"131.243.144.172";161;1204;"UDP"
901;"131.243.155.250";"193.116.32.109";1103;80;"TCP"
902;"131.243.94.195";"239.255.255.253";64270;427;"UDP"
903;"131.243.142.168";"224.0.1.22";1040;427;"UDP"
904;"131.243.147.67";"239.255.255.253";61427;427;"UDP"
905;"131.243.155.227";"131.243.144.172";161;1206;"UDP"
906;"118.188.34.111";"131.243.155.250";80;1106;"TCP"
907;"128.3.191.245";"239.255.255.253";49243;427;"UDP"
908;"118.188.34.111";"131.243.155.250";80;1105;"TCP"
909;"131.243.103.106";"239.255.255.253";55980;427;"UDP"
910;"128.3.210.223";"131.243.155.113";138;138;"UDP"
911;"131.243.103.13";"239.255.255.253";54194;427;"UDP"
912;"131.243.94.204";"239.255.255.253";50510;427;"UDP"
913;"131.243.155.146";"128.3.164.194";1080;993;"TCP"
914;"128.3.161.46";"131.243.155.227";2089;161;"UDP"
915;"128.3.242.93";"239.255.255.253";65001;427;"UDP"
916;"131.243.86.103";"239.255.255.253";59390;427;"UDP"
917;"131.243.103.13";"239.255.255.253";54186;427;"UDP"
918;"131.243.94.195";"239.255.255.253";64318;427;"UDP"
919;"131.243.253.92";"131.243.155.113";1031;38293;"UDP"
920;"128.3.161.46";"131.243.155.240";2134;161;"UDP"
921;"128.3.161.182";"131.243.155.83";138;138;"UDP"
922;"131.243.155.250";"128.3.161.74";1026;524;"TCP"
923;"131.243.86.103";"239.255.255.253";59389;427;"UDP"
924;"128.3.96.230";"131.243.155.152";1990;161;"UDP"
925;"131.243.61.70";"239.255.255.253";51595;427;"UDP"
926;"131.243.155.21";"131.243.94.204";427;50512;"UDP"
927;"128.3.242.4";"239.255.255.253";50571;427;"UDP"
928;"128.3.161.223";"131.243.155.125";138;138;"UDP"
929;"128.3.7.12";"239.255.255.253";49745;427;"UDP"
930;"131.243.125.102";"239.255.255.253";58800;427;"UDP"
931;"131.243.155.227";"224.0.1.60";427;427;"UDP"
932;"131.243.144.172";"131.243.155.227";1202;161;"UDP"
933;"131.243.155.113";"128.3.161.46";1719;3396;"TCP"
934;"128.3.161.46";"131.243.155.240";2133;161;"UDP"
935;"131.243.155.227";"128.3.161.22";515;810;"TCP"
936;"131.243.141.124";"224.0.1.22";427;427;"UDP"
937;"131.243.106.63";"239.255.255.253";51301;427;"UDP"
938;"131.243.155.240";"128.3.161.46";161;2144;"UDP"
939;"128.3.208.160";"239.255.255.253";54678;427;"UDP"
940;"131.243.155.37";"204.116.100.64";123;123;"UDP"
941;"131.243.140.86";"239.255.255.253";427;427;"UDP"
942;"131.243.170.227";"224.0.1.22";1040;427;"UDP"
943;"131.243.63.143";"239.255.255.253";63512;427;"UDP"
944;"128.3.188.158";"239.255.255.253";50365;427;"UDP"
945;"131.243.61.187";"239.255.255.253";60933;427;"UDP"
946;"131.243.142.231";"239.255.255.253";427;427;"UDP"
947;"131.243.140.105";"131.243.155.83";524;1043;"TCP"
948;"131.243.155.113";"128.3.161.46";1723;3396;"TCP"
949;"59.223.13.105";"131.243.155.35";80;1700;"TCP"
950;"131.243.94.204";"239.255.255.253";50482;427;"UDP"
951;"131.243.89.80";"239.255.255.253";64295;427;"UDP"
952;"131.243.61.187";"239.255.255.253";60945;427;"UDP"
953;"131.243.155.250";"218.131.115.53";1040;80;"TCP"
954;"131.243.60.244";"239.255.255.253";63261;427;"UDP"
955;"131.243.61.187";"239.255.255.253";60990;427;"UDP"
956;"131.243.253.92";"131.243.155.78";1031;38293;"UDP"
957;"131.243.89.80";"239.255.255.253";64299;427;"UDP"
958;"131.243.91.166";"239.255.255.253";61425;427;"UDP"
959;"128.3.164.15";"131.243.155.146";143;1542;"TCP"
960;"59.223.8.114";"131.243.155.35";80;1698;"TCP"
961;"59.223.8.114";"131.243.155.35";80;1693;"TCP"
962;"131.243.63.143";"239.255.255.253";63552;427;"UDP"
963;"128.3.40.55";"224.0.1.22";1039;427;"UDP"
964;"218.131.115.53";"131.243.155.250";80;1041;"TCP"
965;"218.131.115.53";"131.243.155.250";80;1040;"TCP"
966;"128.3.39.162";"239.255.255.253";60447;427;"UDP"
967;"128.3.161.46";"131.243.155.227";2085;161;"UDP"
968;"131.243.140.238";"224.0.1.22";1040;427;"UDP"
969;"131.243.103.181";"239.255.255.253";50656;427;"UDP"
970;"131.243.12.246";"239.255.255.253";50927;427;"UDP"
971;"128.3.211.136";"239.255.255.253";51369;427;"UDP"
972;"131.243.61.70";"239.255.255.253";51601;427;"UDP"
973;"131.243.14.184";"239.255.255.253";53587;427;"UDP"
974;"218.131.115.53";"131.243.155.250";80;1100;"TCP"
975;"131.243.146.84";"239.255.255.253";50020;427;"UDP"
976;"128.3.161.46";"131.243.155.227";2073;161;"UDP"
977;"131.243.140.96";"224.0.1.22";1040;427;"UDP"
978;"128.3.161.46";"131.243.155.227";2070;161;"UDP"
979;"131.243.93.124";"239.255.255.253";52720;427;"UDP"
980;"131.243.146.230";"239.255.255.253";50180;427;"UDP"
981;"128.3.193.56";"239.255.255.253";49990;427;"UDP"
982;"131.243.61.70";"239.255.255.253";51602;427;"UDP"
983;"131.243.155.113";"128.3.161.46";1698;3396;"TCP"
984;"128.3.161.165";"131.243.155.33";524;1034;"TCP"
985;"131.243.144.120";"239.255.255.253";49296;427;"UDP"
986;"131.243.155.83";"128.3.161.182";138;138;"UDP"
987;"128.3.161.46";"131.243.155.113";3396;1729;"TCP"
988;"128.3.161.46";"131.243.155.113";3396;1720;"TCP"
989;"128.3.161.46";"131.243.155.113";3396;1721;"TCP"
990;"128.3.161.46";"131.243.155.113";3396;1722;"TCP"
991;"128.3.161.46";"131.243.155.113";3396;1723;"TCP"
992;"128.3.161.46";"131.243.155.113";3396;1724;"TCP"
993;"128.3.208.188";"239.255.255.253";52662;427;"UDP"
994;"128.3.161.46";"131.243.155.113";3396;1726;"TCP"
995;"128.3.161.46";"131.243.155.113";3396;1727;"TCP"
996;"131.243.155.227";"128.3.161.46";161;2079;"UDP"
997;"131.243.155.227";"128.3.161.46";161;2078;"UDP"
998;"131.243.92.176";"239.255.255.253";54484;427;"UDP"
999;"131.243.155.113";"128.3.161.46";1729;3396;"TCP"
1000;"131.243.155.227";"128.3.161.46";161;2071;"UDP"
1001;"131.243.155.227";"128.3.161.46";161;2070;"UDP"
1002;"131.243.155.227";"128.3.161.46";161;2073;"UDP"
1003;"131.243.155.227";"128.3.161.46";161;2072;"UDP"
1004;"131.243.155.227";"128.3.161.46";161;2075;"UDP"
1005;"131.243.155.227";"128.3.161.46";161;2074;"UDP"
1006;"128.3.194.88";"239.255.255.253";64198;427;"UDP"
1007;"131.243.155.227";"128.3.161.46";161;2076;"UDP"
1008;"128.3.7.204";"239.255.255.253";58369;427;"UDP"
1009;"131.243.155.152";"128.3.96.230";161;4618;"UDP"
1010;"131.243.103.13";"239.255.255.253";54170;427;"UDP"
1011;"131.243.61.70";"239.255.255.253";51588;427;"UDP"
1012;"131.243.88.34";"239.255.255.253";64843;427;"UDP"
1013;"131.243.107.192";"239.255.255.253";49181;427;"UDP"
1014;"131.243.155.21";"131.243.101.177";427;53881;"UDP"
1015;"131.243.63.143";"239.255.255.253";63482;427;"UDP"
1016;"131.243.63.143";"239.255.255.253";63534;427;"UDP"
1017;"131.243.61.187";"239.255.255.253";60979;427;"UDP"
1018;"131.243.155.37";"128.3.161.62";2967;1056;"UDP"
1019;"128.3.161.46";"131.243.155.240";2127;161;"UDP"
1020;"131.243.106.253";"239.255.255.253";50798;427;"UDP"
1021;"128.3.191.1";"239.255.255.253";57274;427;"UDP"
1022;"131.243.95.135";"239.255.255.253";53216;427;"UDP"
1023;"208.201.173.240";"131.243.155.35";80;1674;"TCP"
1024;"206.23.215.103";"131.243.155.125";80;3367;"TCP"
1025;"131.243.155.113";"128.3.161.223";138;138;"UDP"
1026;"131.243.103.106";"239.255.255.253";55977;427;"UDP"
1027;"131.243.63.143";"239.255.255.253";63513;427;"UDP"
1028;"131.243.103.13";"239.255.255.253";54221;427;"UDP"
1029;"131.243.200.199";"224.0.1.22";1036;427;"UDP"
1030;"128.3.37.195";"239.255.255.253";55792;427;"UDP"
1031;"128.3.208.188";"239.255.255.253";52659;427;"UDP"
1032;"131.243.203.214";"239.255.255.253";52950;427;"UDP"
1033;"131.243.103.13";"239.255.255.253";54159;427;"UDP"
1034;"128.3.211.7";"239.255.255.253";50007;427;"UDP"
1035;"131.243.61.70";"239.255.255.253";51593;427;"UDP"
1036;"131.243.94.204";"239.255.255.253";50465;427;"UDP"
1037;"128.3.161.46";"131.243.155.240";2131;161;"UDP"
1038;"131.243.155.178";"128.3.161.197";3520;445;"TCP"
1039;"207.235.214.252";"131.243.155.35";80;1696;"TCP"
1040;"193.116.32.109";"131.243.155.250";80;1101;"TCP"
1041;"128.3.161.46";"131.243.155.227";2084;161;"UDP"
1042;"193.116.32.109";"131.243.155.250";80;1103;"TCP"
1043;"131.243.60.244";"239.255.255.253";63257;427;"UDP"
1044;"131.243.60.244";"239.255.255.253";63259;427;"UDP"
1045;"131.243.61.70";"239.255.255.253";51604;427;"UDP"
1046;"131.243.155.113";"128.3.161.46";1705;3396;"TCP"
1047;"198.128.26.67";"239.255.255.253";49536;427;"UDP"
1048;"131.243.144.23";"239.255.255.253";51901;427;"UDP"
1049;"131.243.219.194";"239.255.255.253";55519;427;"UDP"
1050;"128.3.193.56";"239.255.255.253";49987;427;"UDP"
1051;"128.3.209.66";"239.255.255.253";49167;427;"UDP"
1052;"131.243.155.240";"128.3.161.46";161;2123;"UDP"
1053;"131.243.155.240";"128.3.161.46";161;2126;"UDP"
1054;"131.243.155.240";"128.3.161.46";161;2127;"UDP"
1055;"131.243.155.240";"128.3.161.46";161;2124;"UDP"
1056;"131.243.155.240";"128.3.161.46";161;2125;"UDP"
1057;"131.243.155.240";"128.3.161.46";161;2128;"UDP"
1058;"131.243.155.240";"128.3.161.46";161;2129;"UDP"
1059;"131.243.63.143";"239.255.255.253";63520;427;"UDP"
1060;"131.243.155.227";"128.3.161.46";161;2077;"UDP"
1061;"131.243.155.20";"128.3.161.46";515;943;"TCP"
1062;"128.3.161.46";"131.243.155.227";2069;161;"UDP"
1063;"131.243.94.204";"239.255.255.253";50463;427;"UDP"
1064;"128.3.242.87";"239.255.255.253";50225;427;"UDP"
1065;"128.3.208.24";"239.255.255.253";49371;427;"UDP"
1066;"131.243.61.70";"239.255.255.253";51603;427;"UDP"
1067;"128.3.147.198";"224.0.1.22";1038;427;"UDP"
1068;"131.243.103.181";"239.255.255.253";50633;427;"UDP"
1069;"131.243.105.73";"239.255.255.253";56041;427;"UDP"
1070;"128.3.112.223";"239.255.255.253";56611;427;"UDP"
1071;"131.243.155.83";"131.243.155.255";138;138;"UDP"
1072;"128.3.161.22";"131.243.155.227";1012;515;"TCP"
1073;"128.3.7.204";"239.255.255.253";58373;427;"UDP"
1074;"131.243.155.227";"128.3.161.22";515;1012;"TCP"
1075;"131.243.61.70";"239.255.255.253";51621;427;"UDP"
1076;"131.243.145.253";"239.255.255.253";51818;427;"UDP"
1077;"131.243.155.35";"170.138.112.62";113;63895;"TCP"
1078;"131.243.42.215";"239.255.255.253";51630;427;"UDP"
1079;"131.243.61.70";"239.255.255.253";51608;427;"UDP"
1080;"131.243.140.151";"224.0.1.22";1040;427;"UDP"
1081;"128.3.208.188";"239.255.255.253";52663;427;"UDP"
1082;"131.243.94.195";"239.255.255.253";64306;427;"UDP"
1083;"131.243.146.180";"239.255.255.253";54533;427;"UDP"
1084;"131.243.63.39";"239.255.255.253";58880;427;"UDP"
1085;"131.243.104.255";"239.255.255.253";53279;427;"UDP"
1086;"131.243.155.113";"128.3.161.46";1727;3396;"TCP"
1087;"131.243.155.35";"59.223.8.114";1698;80;"TCP"
1088;"131.243.61.70";"239.255.255.253";51634;427;"UDP"
1089;"131.243.155.21";"128.3.208.24";427;49339;"UDP"
1090;"131.243.62.209";"131.243.155.227";1276;161;"UDP"
1091;"131.243.155.227";"128.3.161.22";515;961;"TCP"
1092;"59.223.13.123";"131.243.155.35";80;1702;"TCP"
1093;"170.138.112.62";"131.243.155.35";25;1668;"TCP"
1094;"131.243.61.70";"239.255.255.253";51629;427;"UDP"
1095;"131.243.61.70";"239.255.255.253";51626;427;"UDP"
1096;"131.243.63.143";"239.255.255.253";63518;427;"UDP"
1097;"170.138.112.62";"131.243.155.35";25;1666;"TCP"
1098;"128.3.191.8";"239.255.255.253";50728;427;"UDP"
1099;"131.243.94.195";"239.255.255.253";64301;427;"UDP"
1100;"131.243.140.115";"224.0.1.22";1045;427;"UDP"
1101;"128.3.161.46";"131.243.155.20";941;515;"TCP"
1102;"131.243.140.105";"239.255.255.253";427;427;"UDP"
1103;"131.243.155.178";"128.3.161.197";3522;139;"TCP"
1104;"128.3.161.46";"131.243.155.227";2068;161;"UDP"
1105;"131.243.155.152";"128.3.96.230";161;1245;"UDP"
1106;"128.3.164.203";"131.243.155.125";389;4683;"TCP"
1107;"131.243.91.166";"239.255.255.253";61426;427;"UDP"
1108;"131.243.61.70";"239.255.255.253";51618;427;"UDP"
1109;"128.3.161.46";"131.243.155.240";2123;161;"UDP"
1110;"131.243.61.70";"239.255.255.253";51631;427;"UDP"
1111;"131.243.103.13";"239.255.255.253";54144;427;"UDP"
1112;"128.3.6.248";"239.255.255.253";49445;427;"UDP"
1113;"131.243.155.113";"128.3.161.46";1697;3396;"TCP"
1114;"131.243.94.195";"239.255.255.253";64275;427;"UDP"
1115;"131.243.155.250";"118.188.34.111";1105;80;"TCP"
1116;"131.243.155.227";"128.3.161.22";515;873;"TCP"
1117;"131.243.61.70";"239.255.255.253";51606;427;"UDP"
1118;"131.243.106.250";"239.255.255.253";49455;427;"UDP"
1119;"131.243.155.37";"128.3.161.98";3016;524;"TCP"
1120;"128.3.161.46";"131.243.155.240";2124;161;"UDP"
1121;"131.243.103.13";"239.255.255.253";54177;427;"UDP"
1122;"131.243.155.35";"59.223.13.123";1702;80;"TCP"
1123;"128.3.161.46";"131.243.155.250";3396;1095;"TCP"
1124;"128.3.7.204";"239.255.255.253";58368;427;"UDP"
1125;"131.243.15.9";"239.255.255.253";49768;427;"UDP"
1126;"131.243.155.113";"128.3.164.15";1510;993;"TCP"
1127;"131.243.61.70";"239.255.255.253";51620;427;"UDP"
1128;"128.3.161.22";"131.243.155.227";826;515;"TCP"
1129;"131.243.155.21";"131.243.144.171";427;54064;"UDP"
1130;"128.3.161.22";"131.243.155.227";914;515;"TCP"
1131;"131.243.155.178";"128.3.161.98";2810;524;"TCP"
1132;"131.243.155.113";"128.3.161.46";1713;3396;"TCP"
1133;"131.243.61.70";"239.255.255.253";51599;427;"UDP"
1134;"131.243.103.13";"239.255.255.253";54163;427;"UDP"
1135;"131.243.155.125";"128.3.164.194";4639;993;"TCP"
1136;"128.3.161.22";"131.243.155.227";961;515;"TCP"
1137;"128.3.161.22";"131.243.155.227";986;515;"TCP"
1138;"131.243.170.99";"239.255.255.253";59130;427;"UDP"
1139;"131.243.155.113";"128.3.161.46";1716;3396;"TCP"
1140;"131.243.219.194";"239.255.255.253";55534;427;"UDP"
1141;"198.129.89.252";"239.255.255.250";2048;1900;"UDP"
1142;"131.243.94.195";"239.255.255.253";64319;427;"UDP"
1143;"131.243.142.48";"239.255.255.253";51748;427;"UDP"
1144;"131.243.140.65";"224.0.1.22";1040;427;"UDP"
1145;"128.3.208.188";"239.255.255.253";52661;427;"UDP"
1146;"131.243.155.113";"128.3.161.182";138;138;"UDP"
1147;"131.243.142.169";"224.0.1.22";1040;427;"UDP"
1148;"128.3.161.46";"131.243.155.240";2143;161;"UDP"
1149;"128.3.194.88";"239.255.255.253";64199;427;"UDP"
1150;"128.3.161.46";"131.243.155.227";2079;161;"UDP"
1151;"131.243.61.70";"239.255.255.253";51617;427;"UDP"
1152;"128.3.161.223";"131.243.155.78";139;3478;"TCP"
1153;"131.243.89.80";"239.255.255.253";64296;427;"UDP"
1154;"131.243.155.78";"128.3.188.31";2080;4203;"TCP"
1155;"128.3.161.182";"131.243.155.113";138;138;"UDP"
1156;"128.3.161.223";"131.243.155.78";139;3474;"TCP"
1157;"128.3.161.223";"131.243.155.78";139;3477;"TCP"
1158;"131.243.61.70";"239.255.255.253";51619;427;"UDP"
1159;"131.243.87.149";"239.255.255.253";54379;427;"UDP"
1160;"128.3.211.224";"239.255.255.253";49215;427;"UDP"
1161;"131.243.155.33";"128.3.161.98";1035;524;"TCP"
1162;"128.3.191.9";"239.255.255.253";53920;427;"UDP"
1163;"59.223.4.149";"131.243.155.35";80;1685;"TCP"
1164;"128.3.210.36";"239.255.255.253";51009;427;"UDP"
1165;"131.243.89.16";"239.255.255.253";49937;427;"UDP"
1166;"128.3.209.107";"239.255.255.253";51067;427;"UDP"
1167;"131.243.62.202";"239.255.255.253";54069;427;"UDP"
1168;"128.3.242.8";"239.255.255.253";49590;427;"UDP"
1169;"131.243.103.13";"239.255.255.253";54151;427;"UDP"
1170;"131.243.13.111";"239.255.255.253";50620;427;"UDP"
1171;"128.3.161.46";"131.243.155.227";2063;161;"UDP"
1172;"131.243.155.113";"128.3.161.46";1720;3396;"TCP"
1173;"131.243.103.226";"239.255.255.253";49162;427;"UDP"
1174;"128.3.193.56";"239.255.255.253";49989;427;"UDP"
1175;"131.243.105.244";"239.255.255.253";49174;427;"UDP"
1176;"131.243.94.204";"239.255.255.253";50462;427;"UDP"
1177;"131.243.15.9";"239.255.255.253";49766;427;"UDP"
1178;"128.3.161.223";"131.243.155.113";138;138;"UDP"
1179;"128.3.161.22";"131.243.155.227";748;515;"TCP"
1180;"131.243.63.143";"239.255.255.253";63511;427;"UDP"
1181;"131.243.61.187";"239.255.255.253";60991;427;"UDP"
1182;"128.3.161.46";"131.243.155.113";3396;1733;"TCP"
1183;"131.243.155.146";"128.3.164.15";1542;143;"TCP"
1184;"128.3.161.46";"131.243.155.113";3396;1731;"TCP"
1185;"128.3.161.46";"131.243.155.113";3396;1730;"TCP"
1186;"131.243.146.218";"239.255.255.253";63636;427;"UDP"
1187;"131.243.140.86";"224.0.1.22";427;427;"UDP"
1188;"170.138.112.37";"131.243.155.35";993;1669;"TCP"
1189;"131.243.143.65";"224.0.1.22";1038;427;"UDP"
1190;"131.243.155.113";"128.3.161.46";1724;3396;"TCP"
1191;"131.243.155.227";"128.3.161.46";161;2068;"UDP"
1192;"131.243.155.227";"128.3.161.46";161;2069;"UDP"
1193;"131.243.155.227";"128.3.161.46";161;2066;"UDP"
1194;"131.243.95.135";"239.255.255.253";53215;427;"UDP"
1195;"131.243.155.227";"128.3.161.46";161;2065;"UDP"
1196;"131.243.155.227";"128.3.161.46";161;2062;"UDP"
1197;"131.243.155.227";"128.3.161.46";161;2063;"UDP"
1198;"170.138.112.37";"131.243.155.35";993;1665;"TCP"
1199;"131.243.103.13";"239.255.255.253";54181;427;"UDP"
1200;"128.3.112.36";"239.255.255.253";53422;427;"UDP"
1201;"131.243.61.187";"239.255.255.253";61045;427;"UDP"
1202;"128.3.191.9";"239.255.255.253";53918;427;"UDP"
1203;"131.243.219.216";"131.243.155.37";137;137;"UDP"
1204;"131.243.14.90";"239.255.255.253";49611;427;"UDP"
1205;"131.243.94.195";"239.255.255.253";64313;427;"UDP"
1206;"131.243.15.9";"239.255.255.253";49765;427;"UDP"
1207;"131.243.61.187";"239.255.255.253";60932;427;"UDP"
1208;"131.243.155.21";"131.243.146.84";427;50018;"UDP"
1209;"131.243.61.187";"239.255.255.253";60936;427;"UDP"
1210;"131.243.155.250";"128.3.161.46";1095;3396;"TCP"
1211;"131.243.91.14";"239.255.255.253";50790;427;"UDP"
1212;"131.243.84.56";"239.255.255.253";54379;427;"UDP"
1213;"131.243.94.204";"239.255.255.253";50467;427;"UDP"
1214;"128.3.161.46";"131.243.155.250";3396;1096;"TCP"
1215;"131.243.89.80";"239.255.255.253";64294;427;"UDP"
1216;"128.3.7.66";"239.255.255.253";51020;427;"UDP"
1217;"131.243.61.70";"239.255.255.253";51613;427;"UDP"
1218;"131.243.140.191";"224.0.1.22";1038;427;"UDP"
1219;"131.243.141.187";"131.243.155.146";524;1040;"TCP"
1220;"128.3.112.162";"239.255.255.253";58881;427;"UDP"
1221;"131.243.63.143";"239.255.255.253";63498;427;"UDP"
1222;"128.3.161.252";"131.243.155.227";825;515;"TCP"
1223;"131.243.61.70";"239.255.255.253";51630;427;"UDP"
1224;"131.243.253.92";"131.243.155.21";1031;38293;"UDP"
1225;"128.3.161.46";"131.243.155.20";939;515;"TCP"
1226;"131.243.155.113";"128.3.161.46";1722;3396;"TCP"
1227;"131.243.125.102";"239.255.255.253";58801;427;"UDP"
1228;"131.243.94.204";"239.255.255.253";50466;427;"UDP"
1229;"128.3.191.71";"239.255.255.253";50824;427;"UDP"
1230;"131.243.155.125";"128.3.161.223";138;138;"UDP"
1231;"131.243.94.195";"239.255.255.253";64300;427;"UDP"
1232;"131.243.144.172";"131.243.155.227";1207;161;"UDP"
1233;"131.243.61.70";"239.255.255.253";51637;427;"UDP"
1234;"128.3.71.61";"239.255.255.253";49731;427;"UDP"
1235;"131.243.253.92";"131.243.155.146";1031;38293;"UDP"
1236;"128.3.164.191";"131.243.155.113";5730;1448;"TCP"
1237;"128.3.6.221";"239.255.255.253";50604;427;"UDP"
1238;"131.243.103.182";"239.255.255.253";49457;427;"UDP"
1239;"131.243.140.148";"224.0.1.22";1038;427;"UDP"
1240;"131.243.103.13";"239.255.255.253";54174;427;"UDP"
1241;"131.243.61.187";"239.255.255.253";61026;427;"UDP"
1242;"131.243.94.204";"239.255.255.253";50472;427;"UDP"
1243;"131.243.219.179";"239.255.255.253";50134;427;"UDP"
1244;"131.243.155.37";"128.3.161.74";3009;524;"TCP"
1245;"131.243.88.223";"239.255.255.253";49601;427;"UDP"
1246;"131.243.155.35";"59.223.4.149";1697;80;"TCP"
1247;"128.3.48.113";"239.255.255.253";50498;427;"UDP"
1248;"131.243.155.37";"128.3.161.74";3010;524;"TCP"
1249;"131.243.61.70";"239.255.255.253";51591;427;"UDP"
